sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T099,L,0,T001,0,-1,landmark_vertex,-16.593994834689305,46.29566056083654,-31.997825147951417,2,0.0,0.0,landmark
T099,L,1,T001,1,0,mapped,-15.806434973004048,45.628676545567004,-32.08898430850828,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T099,L,2,T001,2,0,mapped,-15.080495857698253,44.89262476138201,-32.170266433188246,2,4.440892098500626e-16,2.220446049250313e-16,shared_edge
T099,L,3,T001,3,0,mapped,-14.539699952549752,44.02736032889531,-32.22364480437413,2,3.580361673049448e-15,1.790180836524724e-15,shared_edge
T099,L,4,T001,4,0,mapped,-14.016077883487165,43.1752534075157,-32.14548541027733,2,3.66205343881779e-15,1.831026719408895e-15,shared_edge
T099,L,5,T001,5,0,mapped,-13.617580157836445,42.27405781115192,-31.92814567559126,2,0.0,0.0,shared_edge
T099,L,6,T001,6,0,mapped,-13.161634112527553,41.46042434880643,-31.564810364616772,2,3.972054645195637e-15,1.9860273225978185e-15,shared_edge
T099,L,7,T001,7,0,mapped,-12.824637598855018,40.73570443691465,-31.00006585712967,2,0.0,0.0,shared_edge
T099,L,8,T001,8,0,mapped,-12.485879283473535,40.17538859884769,-30.217988805213885,2,0.0,0.0,shared_edge
T099,L,9,T001,9,0,mapped,-12.025784648101196,39.61739349417736,-29.573189708278925,2,0.0,0.0,shared_edge
T099,L,10,T001,10,0,mapped,-11.60980000704036,38.98411989884707,-29.006889262115813,2,1.9860273225978185e-15,9.930136612989092e-16,shared_edge
T099,L,11,T001,11,0,mapped,-11.211009860571464,38.32162013270496,-28.337699624091165,2,0.0,0.0,shared_edge
T099,L,12,T001,12,0,mapped,-10.891546250471347,37.68269939428088,-27.67590286300274,2,0.0,0.0,shared_edge
T099,L,13,T001,13,0,mapped,-10.643902859844673,36.983783970614844,-26.958818792003598,2,0.0,0.0,shared_edge
T099,L,14,T001,14,0,mapped,-10.445261742257896,36.27408634482353,-26.229796320411175,2,5.024295867788081e-15,2.5121479338940407e-15,shared_edge
T099,L,15,T001,15,0,mapped,-10.371219930768884,35.595082029644146,-25.472332796836717,2,3.66205343881779e-15,1.831026719408895e-15,shared_edge
T099,L,16,T001,16,0,mapped,-10.371365045062605,34.89228168350349,-24.8051746803483,2,0.0,0.0,shared_edge
T099,L,17,T001,17,0,mapped,-10.36028712927079,34.45516047378061,-23.94785240177361,2,8.881784197001252e-16,4.440892098500626e-16,shared_edge
T099,L,18,T001,18,0,mapped,-10.406298274347,33.777714018962115,-23.263629731342014,2,0.0,0.0,shared_edge
T099,L,19,T001,19,0,mapped,-10.639550849748309,32.99094110577046,-22.803770104671283,2,8.881784197001252e-16,4.440892098500626e-16,shared_edge
T099,L,20,T001,20,0,mapped,-10.868365618147992,32.10721483547993,-22.340074738573513,2,0.0,0.0,shared_edge
T099,L,21,T001,21,0,mapped,-11.178551862806707,31.339000169870168,-21.79452260683601,2,0.0,0.0,shared_edge
T099,L,22,T001,22,0,mapped,-11.587803951693463,30.742893213973886,-21.16625038228133,2,0.0,0.0,shared_edge
T099,L,23,T001,23,0,mapped,-11.881262110787622,29.882859398898535,-20.782771403625897,2,0.0,0.0,shared_edge
T099,L,24,T001,24,0,mapped,-11.947346762904182,29.000267385162,-20.323363985813508,3,0.0,0.0,landmark
T099,L,25,T001,25,0,mapped,-15.907626600867554,46.05321035740283,-31.86983786306547,1,0.0,0.0,interior
T099,L,26,T001,26,0,mapped,-15.136473919056401,45.2723399038622,-32.01393955422657,1,0.0,0.0,interior
T099,L,27,T001,27,0,mapped,-14.501670518505136,44.5112986710094,-32.05531159754239,1,0.0,0.0,interior
T099,L,28,T001,28,0,mapped,-13.951389501981811,43.65247708061804,-32.08137061092037,1,0.0,0.0,interior
T099,L,29,T001,29,0,mapped,-13.454470081223416,42.71690272233417,-31.955892468295094,1,0.0,0.0,interior
T099,L,30,T001,30,0,mapped,-12.981690508578493,41.82486977690493,-31.652839836109617,1,0.0,0.0,interior
T099,L,31,T001,31,0,mapped,-12.722064619790691,41.05241106763139,-31.193332424602907,1,0.0,0.0,interior
T099,L,32,T001,32,0,mapped,-12.387933791044075,40.34414124911859,-30.613798234271986,1,0.0,0.0,interior
T099,L,33,T001,33,0,mapped,-12.017421631168622,39.71870000421963,-29.98925152047431,1,0.0,0.0,interior
T099,L,34,T001,34,0,mapped,-11.529636264061057,39.04813774912995,-29.363109081683586,1,0.0,0.0,interior
T099,L,35,T001,35,0,mapped,-11.261758058024643,38.383758045279876,-28.691712303474596,1,0.0,0.0,interior
T099,L,36,T001,36,0,mapped,-10.877810841407063,37.71556162757189,-28.03757738396135,1,0.0,0.0,interior
T099,L,37,T001,37,0,mapped,-10.603639202676662,37.093475066065416,-27.37476766457133,1,0.0,0.0,interior
T099,L,38,T001,38,0,mapped,-10.415817726074401,36.35869571273315,-26.60224252357511,1,0.0,0.0,interior
T099,L,39,T001,39,0,mapped,-10.303756284538935,35.67457189677668,-25.894836828163555,1,0.0,0.0,interior
T099,L,40,T001,40,0,mapped,-10.296413246759593,35.028872371581556,-25.22756780033874,1,0.0,0.0,interior
T099,L,41,T001,41,0,mapped,-10.363227438483468,34.467328192449415,-24.503002378165164,1,0.0,0.0,interior
T099,L,42,T001,42,0,mapped,-10.434997819411784,33.818834013221625,-23.762865520170095,1,0.0,0.0,interior
T099,L,43,T001,43,0,mapped,-10.571415778976606,33.11457806777537,-23.2057929865199,1,0.0,0.0,interior
T099,L,44,T001,44,0,mapped,-10.743331453569436,32.300951342729874,-22.652328944068906,1,0.0,0.0,interior
T099,L,45,T001,45,0,mapped,-10.967593215342337,31.514370640158702,-22.153088214411188,1,0.0,0.0,interior
T099,L,46,T001,46,0,mapped,-11.295243581380983,30.740286729163422,-21.587038079103245,1,0.0,0.0,interior
T099,L,47,T001,47,0,mapped,-11.522480565930735,29.952601584994618,-21.127067604566683,1,0.0,0.0,interior
T099,L,48,T001,48,0,mapped,-11.58857575522284,29.139829378233344,-20.579135722718448,1,0.0,0.0,interior
T099,L,49,T001,49,0,mapped,-15.250597838594063,45.637653442212155,-31.843765489125783,1,0.0,0.0,interior
T099,L,50,T001,50,0,mapped,-14.462479778310692,44.91676116794666,-31.892605216518813,1,0.0,0.0,interior
T099,L,51,T001,51,0,mapped,-13.84175782920419,44.13988192675738,-31.94366869272706,1,0.0,0.0,interior
T099,L,52,T001,52,0,mapped,-13.416543604228275,43.284097488225726,-31.914699128012497,1,0.0,0.0,interior
T099,L,53,T001,53,0,mapped,-12.954811218557948,42.24712881882971,-31.726966944146366,1,0.0,0.0,interior
T099,L,54,T001,54,0,mapped,-12.567462431655679,41.33600965370605,-31.325175827794762,1,0.0,0.0,interior
