sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T078,L,0,T001,0,-1,landmark_vertex,-20.741880043358574,44.887784898492924,-34.121864081855605,2,0.0,0.0,landmark
T078,L,1,T001,1,0,mapped,-19.796641017738025,44.493784430544494,-34.34792866590674,2,0.0,0.0,shared_edge
T078,L,2,T001,2,0,mapped,-18.89703923046349,43.93248545837315,-34.583742021466534,2,0.0,0.0,shared_edge
T078,L,3,T001,3,0,mapped,-17.88966684504264,43.44480920596252,-34.60669144454004,2,0.0,0.0,shared_edge
T078,L,4,T001,4,0,mapped,-16.947391485574933,42.836535291255835,-34.626596872397315,2,0.0,0.0,shared_edge
T078,L,5,T001,5,0,mapped,-16.08441009063759,42.12837185480325,-34.63075618582565,2,8.881784197001252e-16,4.440892098500626e-16,shared_edge
T078,L,6,T001,6,0,mapped,-15.426118072636996,41.221931093980785,-34.59981743472568,2,0.0,0.0,shared_edge
T078,L,7,T001,7,0,mapped,-14.882210033811127,40.28428379145823,-34.48373734006126,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T078,L,8,T001,8,0,mapped,-14.359435924262282,39.48893463494167,-34.09433825180524,2,3.66205343881779e-15,1.831026719408895e-15,shared_edge
T078,L,9,T001,9,0,mapped,-13.672056141339855,38.93112892915878,-33.53063842347373,2,0.0,0.0,shared_edge
T078,L,10,T001,10,0,mapped,-13.12997291564467,38.24421504687617,-32.96578063342219,2,0.0,0.0,shared_edge
T078,L,11,T001,11,0,mapped,-12.70719743732046,37.540919963007326,-32.3240688267137,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T078,L,12,T001,12,0,mapped,-12.728297865081002,36.73549436864975,-31.56722178605055,2,0.0,0.0,shared_edge
T078,L,13,T001,13,0,mapped,-12.340731961184868,36.01958355345351,-30.846562353488036,2,0.0,0.0,shared_edge
T078,L,14,T001,14,0,mapped,-11.901757953607868,35.40307746256658,-30.0928274456178,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T078,L,15,T001,15,0,mapped,-11.566883518619795,34.77186995444001,-29.350959464675157,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T078,L,16,T001,16,0,mapped,-11.198940326255578,34.13048206027961,-28.62330967582745,2,0.0,0.0,shared_edge
T078,L,17,T001,17,0,mapped,-10.757908300010733,33.49192220471541,-27.875762660812512,2,0.0,0.0,shared_edge
T078,L,18,T001,18,0,mapped,-10.29035965627699,32.91050426608278,-27.16921330661988,2,2.5121479338940407e-15,1.2560739669470201e-15,shared_edge
T078,L,19,T001,19,0,mapped,-9.979832294135901,32.201425446363125,-26.418634973846004,2,1.9860273225978185e-15,9.930136612989092e-16,shared_edge
T078,L,20,T001,20,0,mapped,-9.624346894660347,31.441743932655484,-25.77948152665286,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T078,L,21,T001,21,0,mapped,-9.54314184235212,30.70293253952498,-24.952675971874978,2,0.0,0.0,shared_edge
T078,L,22,T001,22,0,mapped,-9.56971498444701,29.921000816789427,-24.161284780577954,2,0.0,0.0,shared_edge
