sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T077,L,0,T001,0,0,mapped,-18.825252106200118,43.68082430294316,-26.770325649708273,2,0.0,0.0,landmark
T077,L,1,T001,1,0,mapped,-18.641548677682984,43.13782519131647,-27.492398514825382,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T077,L,2,T001,2,0,mapped,-18.46768383475872,42.39604754025775,-28.042023201936644,2,0.0,0.0,shared_edge
T077,L,3,T001,3,0,mapped,-18.301939361548165,41.51257312537898,-28.3415552958796,2,0.0,0.0,shared_edge
T077,L,4,T001,4,0,mapped,-17.905124455068155,40.70931270405836,-28.46698359777445,2,0.0,0.0,shared_edge
T077,L,5,T001,5,0,mapped,-17.30322401021696,40.027374406308226,-28.544869596910182,2,0.0,0.0,shared_edge
T077,L,6,T001,6,0,mapped,-16.822062203706437,39.19174265012788,-28.582833957076367,2,0.0,0.0,shared_edge
T077,L,7,T001,7,0,mapped,-16.236175712743886,38.478799172830406,-28.538992285826552,2,0.0,0.0,shared_edge
T077,L,8,T001,8,0,mapped,-15.577932049100955,37.763292667660366,-28.554463971789474,2,5.617333549722722e-15,2.808666774861361e-15,shared_edge
T077,L,9,T001,9,0,mapped,-15.085417891457253,37.00320217502997,-28.40913298568112,2,0.0,0.0,shared_edge
T077,L,10,T001,10,0,mapped,-14.774663345865537,36.337616116793605,-27.82916778600414,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T077,L,11,T001,11,0,mapped,-14.058231078971149,35.849940431674284,-27.523848410756045,2,0.0,0.0,shared_edge
T077,L,12,T001,12,0,mapped,-13.387523641212512,35.35872326556695,-27.16921761687893,2,0.0,0.0,shared_edge
T077,L,13,T001,13,0,mapped,-12.86818471878253,34.84480475161366,-26.595851205720002,2,0.0,0.0,shared_edge
T077,L,14,T001,14,0,mapped,-12.432309760930941,34.31074690484505,-25.983497572505424,2,5.402578411571408e-15,2.701289205785704e-15,shared_edge
T077,L,15,T001,15,0,mapped,-12.085130173077626,33.73304957587618,-25.366113431270538,2,0.0,0.0,shared_edge
T077,L,16,T001,16,0,mapped,-11.724237070980955,33.13591965521151,-24.760830572728345,2,0.0,0.0,shared_edge
T077,L,17,T001,17,0,mapped,-11.421372775567136,32.61748300311407,-24.034783190204276,2,1.2560739669470201e-15,6.280369834735102e-16,shared_edge
T077,L,18,T001,18,0,mapped,-11.147493813256101,32.08995667524122,-23.306722407850884,2,0.0,0.0,shared_edge
T077,L,19,T001,19,0,mapped,-10.961734778231765,31.586473666739387,-22.52457463803116,2,0.0,0.0,shared_edge
T077,L,20,T001,20,0,mapped,-10.988987937717418,31.11168127340352,-21.681923022976434,2,0.0,0.0,shared_edge
T077,L,21,T001,21,0,mapped,-11.022678941106523,30.45626934998881,-20.96972301074475,2,0.0,0.0,shared_edge
T077,L,22,T001,22,0,mapped,-11.057655662267166,29.762233485844092,-20.295858313048175,2,2.220446049250313e-16,1.1102230246251563e-16,shared_edge
T077,L,23,T001,23,0,mapped,-11.22535893198221,29.164161541060857,-19.602812221940383,2,0.0,0.0,shared_edge
T077,L,24,T001,24,-1,landmark_vertex,-11.489921497188519,28.745957502046057,-18.85060874014027,3,0.0,0.0,landmark
T077,L,25,T001,25,0,mapped,-18.168343505417816,43.66174642461474,-26.660281096648692,1,0.0,0.0,interior
T077,L,26,T001,26,0,mapped,-17.91047337911366,43.21122967521534,-27.407107404831898,1,0.0,0.0,interior
T077,L,27,T001,27,0,mapped,-17.56497588598183,42.50303153068421,-28.01909904287408,1,0.0,0.0,interior
T077,L,28,T001,28,0,mapped,-17.408089659041437,41.74426226669521,-28.396120902913616,1,0.0,0.0,interior
T077,L,29,T001,29,0,mapped,-17.162772552972278,40.89801149960759,-28.5864285131375,1,0.0,0.0,interior
T077,L,30,T001,30,0,mapped,-16.598890819161774,39.97378524945853,-28.660403541233364,1,0.0,0.0,interior
T077,L,31,T001,31,0,mapped,-15.964394657036365,39.163689061246735,-28.6908117529851,1,0.0,0.0,interior
T077,L,32,T001,32,0,mapped,-15.309727654783265,38.400828020651275,-28.749891216518186,1,0.0,0.0,interior
T077,L,33,T001,33,0,mapped,-14.786056255903643,37.53634448960506,-28.767570070740714,1,0.0,0.0,interior
T077,L,34,T001,34,0,mapped,-14.385007229961197,36.56965216094829,-28.472565134291244,1,0.0,0.0,interior
T077,L,35,T001,35,0,mapped,-13.961019900666061,35.89028174506806,-28.101489053649793,1,0.0,0.0,interior
T077,L,36,T001,36,0,mapped,-13.343148548972515,35.35410816843723,-27.707798018477554,1,0.0,0.0,interior
T077,L,37,T001,37,0,mapped,-12.851795007576772,34.79721363589609,-27.11330873678579,1,0.0,0.0,interior
T077,L,38,T001,38,0,mapped,-12.428121383939825,34.257526709733725,-26.42026329498843,1,0.0,0.0,interior
T077,L,39,T001,39,0,mapped,-12.03424386027416,33.73513884209693,-25.767691258519022,1,0.0,0.0,interior
T077,L,40,T001,40,0,mapped,-11.733739251473693,33.24463984754608,-25.07891240071774,1,0.0,0.0,interior
T077,L,41,T001,41,0,mapped,-11.390489291336873,32.741789875966525,-24.446373463053213,1,0.0,0.0,interior
T077,L,42,T001,42,0,mapped,-11.053518011896049,32.170846467054695,-23.701635694435556,1,0.0,0.0,interior
T077,L,43,T001,43,0,mapped,-10.934590045257885,31.69147774096762,-22.969329591479912,1,0.0,0.0,interior
T077,L,44,T001,44,0,mapped,-10.867501180397213,31.20137503677164,-22.084229795272947,1,0.0,0.0,interior
T077,L,45,T001,45,0,mapped,-10.848648618978572,30.598106155687795,-21.3629646485435,1,0.0,0.0,interior
T077,L,46,T001,46,0,mapped,-10.886902202074936,29.900229503659112,-20.65009569077172,1,0.0,0.0,interior
T077,L,47,T001,47,0,mapped,-11.056442431388188,29.373436332023317,-20.0082829553058,1,0.0,0.0,interior
T077,L,48,T001,48,0,mapped,-11.279540824127967,28.759931369595197,-19.28591809454237,1,0.0,0.0,interior
T077,L,49,T001,49,0,mapped,-17.51328746333997,43.63029908888184,-26.57831491318125,1,0.0,0.0,interior
T077,L,50,T001,50,0,mapped,-17.178466602808477,43.16795803438177,-27.396368369799468,1,0.0,0.0,interior
T077,L,51,T001,51,0,mapped,-16.825013406425494,42.49082000325937,-28.03556838614475,1,0.0,0.0,interior
T077,L,52,T001,52,0,mapped,-16.600837349121996,41.7820984383329,-28.42053413195039,1,0.0,0.0,interior
T077,L,53,T001,53,0,mapped,-16.235043222164116,40.84908742762879,-28.682707821686073,1,0.0,0.0,interior
T077,L,54,T001,54,0,mapped,-15.767328137337017,39.9604306402677,-28.773291400388025,1,0.0,0.0,interior
T077,L,55,T001,55,0,mapped,-15.12769020866059,39.066508796086595,-28.853865149911567,1,0.0,0.0,interior
T077,L,56,T001,56,0,mapped,-14.511437047896441,38.09435528850626,-28.953308415252895,1,0.0,0.0,interior
T077,L,57,T001,57,0,mapped,-14.080403627259205,37.14512014222596,-28.871309956605494,1,0.0,0.0,interior
T077,L,58,T001,58,0,mapped,-13.696529834062973,36.258287288878606,-28.527913034551137,1,0.0,0.0,interior
T077,L,59,T001,59,0,mapped,-13.229823691269615,35.603156006954194,-28.132995580815184,1,0.0,0.0,interior
T077,L,60,T001,60,0,mapped,-12.689277697228334,34.9290682924369,-27.524472079672506,1,0.0,0.0,interior
T077,L,61,T001,61,0,mapped,-12.339705744155271,34.36181788146432,-26.83129781719755,1,0.0,0.0,interior
T077,L,62,T001,62,0,mapped,-11.945077594962115,33.80643215321297,-26.09506784471341,1,0.0,0.0,interior
T077,L,63,T001,63,0,mapped,-11.651148420894422,33.32155971959922,-25.41576583736946,1,0.0,0.0,interior
T077,L,64,T001,64,0,mapped,-11.302452573470237,32.837527128392004,-24.758773207900106,1,0.0,0.0,interior
