sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T013,L,0,T001,0,-1,landmark_vertex,-22.068051426175874,40.227743711908545,-34.272051955517846,2,0.0,0.0,landmark
T013,L,1,T002,1,0,mapped,-20.84353082888677,40.22645198262309,-34.27205989097028,2,0.2089693091238234,0.1044846545619117,shared_edge
T013,L,2,T001,2,0,mapped,-19.623752729940275,40.112144630382545,-34.272067788233436,2,0.0,0.0,shared_edge
T013,L,3,T001,3,0,mapped,-18.45660953780925,39.804356162892006,-34.272075331631164,2,0.0,0.0,shared_edge
T013,L,4,T001,4,0,mapped,-17.41211820794583,39.17474549052598,-34.27208205895037,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T013,L,5,T001,5,0,mapped,-16.456619999133,38.49331330514168,-34.05221855732634,2,0.0,0.0,shared_edge
T013,L,6,T001,6,0,mapped,-15.487881618143291,38.01387671786708,-33.59719114834836,2,7.105427357601002e-15,3.552713678800501e-15,shared_edge
T013,L,7,T001,7,0,mapped,-14.673009156571055,37.38730144130575,-33.15569374863306,2,0.0,0.0,shared_edge
T013,L,8,T001,8,0,mapped,-14.130777909818653,36.498332028260165,-32.60833432914836,2,1.5888218580782548e-14,7.944109290391274e-15,shared_edge
T013,L,9,T001,9,0,mapped,-13.673312782528757,35.724670188391215,-31.94487092113681,2,7.105427357601002e-15,3.552713678800501e-15,shared_edge
T013,L,10,T001,10,0,mapped,-13.27904853994796,35.09613420881442,-31.05292011480551,2,0.0,0.0,shared_edge
T013,L,11,T001,11,0,mapped,-12.901713957764468,34.41534670542164,-30.18041160981317,2,0.0,0.0,shared_edge
T013,L,12,T001,12,0,mapped,-12.501710367228156,33.85629204451823,-29.237321268502562,2,0.0,0.0,shared_edge
T013,L,13,T001,13,0,mapped,-12.25779803759624,33.30587271483857,-28.202252226659148,2,0.0,0.0,shared_edge
T013,L,14,T001,14,0,mapped,-11.898794368821994,32.80587699520632,-27.22188454899051,2,0.0,0.0,shared_edge
T013,L,15,T001,15,0,mapped,-11.728473381263255,32.338513206829546,-26.131498688112217,2,0.0,0.0,shared_edge
T013,L,16,T001,16,0,mapped,-11.298933838529408,31.771026065120438,-25.26571070496336,2,0.0,0.0,shared_edge
T013,L,17,T001,17,0,mapped,-11.081569790431958,31.191505736128043,-24.240511055368913,2,0.0,0.0,shared_edge
T013,L,18,T001,18,0,mapped,-10.701686219440708,30.389438143168917,-23.493027648588253,2,0.0,0.0,shared_edge
T013,L,19,T001,19,0,mapped,-10.70168184019601,29.753976004581734,-22.441968895922386,2,0.0,0.0,shared_edge
T013,L,20,T001,20,0,mapped,-10.701678314921772,29.026731604996755,-21.468478371690892,2,0.0,0.0,shared_edge
T013,L,21,T001,21,0,mapped,-10.706563280308718,28.271836519555098,-20.518688535981006,2,0.0,0.0,shared_edge
T013,L,22,T001,22,0,mapped,-10.701671852117142,27.495293118816726,-19.566744655602413,2,0.0,0.0,shared_edge
T013,L,23,T002,23,0,mapped,-10.701667947574462,26.802779824659808,-18.55524200564288,2,0.2157067624862209,0.1078533812431104,shared_edge
T013,L,24,T001,24,-1,landmark_vertex,-10.679275624896277,26.227699323718056,-17.472125599809594,3,0.0,0.0,landmark
T013,L,25,T001,25,2,smooth_near_vertex,-20.810212885379407,40.21250707355648,-34.2589404417948,1,0.0,0.0,interior
T013,L,26,T001,26,0,mapped,-20.049952065326565,40.20515845915082,-34.25735948264098,1,0.0,0.0,interior
T013,L,27,T001,27,0,mapped,-18.80664493431768,40.06480088786401,-34.19005887508865,1,0.0,0.0,interior
T013,L,28,T001,28,0,mapped,-17.71803579420635,39.620151275782334,-34.10115337054749,1,0.0,0.0,interior
T013,L,29,T001,29,0,mapped,-16.752116697931285,38.942945145522415,-34.03388319444575,1,0.0,0.0,interior
T013,L,30,T001,30,0,mapped,-15.697639438896287,38.40348263648691,-33.67756731805484,1,0.0,0.0,interior
T013,L,31,T001,31,0,mapped,-14.811345054396318,37.887317057158555,-33.217909698654616,1,0.0,0.0,interior
T013,L,32,T001,32,0,mapped,-14.171864520216626,37.20195686557619,-32.76245686358896,1,0.0,0.0,interior
T013,L,33,T001,33,0,mapped,-13.486836644702489,36.32989796275626,-32.108352765269316,1,0.0,0.0,interior
T013,L,34,T001,34,0,mapped,-13.16702999668486,35.622936728505124,-31.439381197312287,1,0.0,0.0,interior
T013,L,35,T001,35,0,mapped,-12.70476424488921,34.905863442851484,-30.5641723931624,1,0.0,0.0,interior
T013,L,36,T001,36,0,mapped,-12.297671016380324,34.278509074695265,-29.753836841543432,1,0.0,0.0,interior
T013,L,37,T001,37,0,mapped,-12.056800531382201,33.577315355581945,-28.74891686814793,1,0.0,0.0,interior
T013,L,38,T001,38,0,mapped,-11.652497092479619,33.02730048756459,-27.795048763509186,1,0.0,0.0,interior
T013,L,39,T001,39,0,mapped,-11.488840201313176,32.4837763059451,-26.695597504226747,1,0.0,0.0,interior
T013,L,40,T001,40,0,mapped,-11.227866027474168,31.980513629623754,-25.80140335947179,1,0.0,0.0,interior
T013,L,41,T001,41,0,mapped,-10.849030469596851,31.32722099893617,-24.922320560395214,1,0.0,0.0,interior
T013,L,42,T001,42,0,mapped,-10.66110768678507,30.648220505627123,-23.953529576789215,1,0.0,0.0,interior
T013,L,43,T001,43,0,mapped,-10.565746772871,29.955314099156364,-23.05225572119425,1,0.0,0.0,interior
T013,L,44,T001,44,0,mapped,-10.5425483952297,29.25004865893807,-22.083436187374296,1,0.0,0.0,interior
T013,L,45,T001,45,0,mapped,-10.559945285778241,28.56921522538755,-21.151764386993136,1,0.0,0.0,interior
T013,L,46,T001,46,0,mapped,-10.50223885607308,27.78534877089745,-20.175428664236996,1,0.0,0.0,interior
T013,L,47,T001,47,0,mapped,-10.630447318851783,27.143905461116326,-19.186033461739626,1,0.0,0.0,interior
T013,L,48,T001,48,2,smooth_near_vertex,-10.620913404982124,26.866408298894836,-18.660435206482553,1,0.0,0.0,interior
T013,L,49,T001,49,0,mapped,-20.48485577330966,40.22773765441697,-34.241245411973594,1,0.0,0.0,interior
T013,L,50,T001,50,0,mapped,-19.26743105490622,40.1572441223737,-34.17075432633886,1,0.0,0.0,interior
T013,L,51,T001,51,0,mapped,-18.11941440691883,39.85559574400402,-34.07350020045544,1,0.0,0.0,interior
T013,L,52,T001,52,0,mapped,-17.09951933204835,39.38352692423713,-33.98014843619429,1,0.0,0.0,interior
T013,L,53,T001,53,0,mapped,-15.965813164069669,38.87411935069183,-33.707381567021166,1,0.0,0.0,interior
T013,L,54,T001,54,0,mapped,-15.06766844083239,38.3476405830137,-33.26830940627536,1,0.0,0.0,interior
T013,L,55,T001,55,0,mapped,-14.271350059678586,37.79127135964872,-32.85567632272341,1,0.0,0.0,interior
T013,L,56,T001,56,0,mapped,-13.504045350612273,36.90624866937145,-32.296658446259265,1,0.0,0.0,interior
T013,L,57,T001,57,0,mapped,-13.055761232118739,36.12700647468357,-31.682259404843137,1,0.0,0.0,interior
T013,L,58,T001,58,0,mapped,-12.618519985498201,35.49604235332532,-30.971617910459578,1,0.0,0.0,interior
T013,L,59,T001,59,0,mapped,-12.220505071459288,34.687731278246375,-30.13821235212125,1,0.0,0.0,interior
T013,L,60,T001,60,0,mapped,-11.718624557868882,33.99072893807575,-29.275351254388355,1,0.0,0.0,interior
T013,L,61,T001,61,0,mapped,-11.425619337238151,33.31172176733723,-28.276798762549973,1,0.0,0.0,interior
T013,L,62,T001,62,0,mapped,-11.16076101579365,32.75428352951265,-27.31072608284289,1,0.0,0.0,interior
T013,L,63,T001,63,0,mapped,-11.021482424928774,32.214279293824575,-26.363836834265705,1,0.0,0.0,interior
T013,L,64,T001,64,0,mapped,-10.67691226084874,31.55976284670623,-25.480379561672102,1,0.0,0.0,interior
T013,L,65,T001,65,0,mapped,-10.49051833292379,30.919932438305008,-24.525073850429784,1,0.0,0.0,interior
T013,L,66,T001,66,0,mapped,-10.36795682209427,30.27420605474749,-23.683358620578318,1,0.0,0.0,interior
T013,L,67,T001,67,0,mapped,-10.38689371048031,29.53240453756657,-22.658180345459698,1,0.0,0.0,interior
T013,L,68,T001,68,0,mapped,-10.401152262521869,28.779902624852735,-21.671728661146112,1,0.0,0.0,interior
T013,L,69,T001,69,0,mapped,-10.426638862558892,28.101089575504997,-20.703751055635642,1,0.0,0.0,interior
T013,L,70,T001,70,0,mapped,-10.366554323447646,27.44494761547136,-19.812173945414536,1,0.0,0.0,interior
T013,L,71,T001,71,2,smooth_near_vertex,-10.515853625968605,27.16070186010849,-19.262247033472455,1,0.0,0.0,interior
T013,L,72,T001,72,0,mapped,-19.695654685519553,40.22773463881039,-34.165745613005754,1,0.0,0.0,interior
T013,L,73,T001,73,0,mapped,-18.491328028248788,40.096407104359585,-34.02034206001203,1,0.0,0.0,interior
T013,L,74,T001,74,0,mapped,-17.407260875795195,39.71529201880335,-33.91735340151366,1,0.0,0.0,interior
T013,L,75,T001,75,0,mapped,-16.350409270211316,39.2575126896167,-33.73370770465512,1,0.0,0.0,interior
T013,L,76,T001,76,0,mapped,-15.366533290461334,38.816320077152454,-33.30960111068841,1,0.0,0.0,interior
T013,L,77,T001,77,0,mapped,-14.419771138733012,38.21939706308309,-32.92924265687866,1,0.0,0.0,interior
T013,L,78,T001,78,0,mapped,-13.681614788538749,37.59409769966868,-32.50856322626536,1,0.0,0.0,interior
T013,L,79,T001,79,0,mapped,-13.007014241604558,36.6527860206413,-31.84691324075498,1,0.0,0.0,interior
T013,L,80,T001,80,0,mapped,-12.554687830936764,36.00472870499996,-31.19524745177614,1,0.0,0.0,interior
T013,L,81,T001,81,0,mapped,-12.09433463468753,35.22844678643342,-30.49847394786383,1,0.0,0.0,interior
T013,L,82,T001,82,0,mapped,-11.712771581856046,34.45248888945666,-29.681894569367223,1,0.0,0.0,interior
T013,L,83,T001,83,0,mapped,-11.25095061277433,33.69917265170187,-28.809794998319916,1,0.0,0.0,interior
T013,L,84,T001,84,0,mapped,-10.875461880878643,33.211931677696995,-27.89464417698882,1,0.0,0.0,interior
T013,L,85,T001,85,0,mapped,-10.709660855772743,32.56428922423933,-26.895164871488696,1,0.0,0.0,interior
T013,L,86,T001,86,0,mapped,-10.452961824265888,31.883712410521092,-25.879503378031472,1,0.0,0.0,interior
T013,L,87,T001,87,0,mapped,-10.269504038951876,31.201365957615696,-25.0182183450774,1,0.0,0.0,interior
T013,L,88,T001,88,0,mapped,-10.161330035631593,30.549653467397178,-24.189839988093972,1,0.0,0.0,interior
T013,L,89,T001,89,0,mapped,-10.160492917953395,29.861082083198706,-23.311845130218266,1,0.0,0.0,interior
T013,L,90,T001,90,0,mapped,-10.200712798387604,29.136715815693435,-22.338658651334434,1,0.0,0.0,interior
T013,L,91,T001,91,0,mapped,-10.251890903740504,28.446308356388048,-21.394419897426026,1,0.0,0.0,interior
T013,L,92,T001,92,0,mapped,-10.166537438689073,27.695965328314884,-20.406690896007454,1,0.0,0.0,interior
T013,L,93,T001,93,0,mapped,-10.445499456592863,27.18754606495143,-19.39034552025312,1,0.0,0.0,interior
T013,L,94,T001,94,0,mapped,-18.91169051386203,40.22769074995094,-34.034315452639554,1,0.0,0.0,interior
T013,L,95,T001,95,0,mapped,-17.754155580814654,39.98410956945622,-33.861165318899644,1,0.0,0.0,interior
T013,L,96,T001,96,0,mapped,-16.739938980147333,39.58256671026501,-33.67030639028751,1,0.0,0.0,interior
T013,L,97,T001,97,0,mapped,-15.644665912834887,39.18632255310179,-33.33430332097875,1,0.0,0.0,interior
T013,L,98,T001,98,0,mapped,-14.683599401247458,38.71714466693315,-32.953146555083066,1,0.0,0.0,interior
T013,L,99,T001,99,0,mapped,-13.894183648372547,38.17500086511926,-32.575875185900635,1,0.0,0.0,interior
T013,L,100,T001,100,0,mapped,-13.144334868404421,37.43613961940508,-32.086857937390796,1,0.0,0.0,interior
T013,L,101,T001,101,0,mapped,-12.416402667324656,36.59130298763404,-31.459547181713447,1,0.0,0.0,interior
T013,L,102,T001,102,0,mapped,-11.893948523263647,35.866209785205726,-30.698001020394898,1,0.0,0.0,interior
T013,L,103,T001,103,0,mapped,-11.469001574751843,35.07109071668536,-29.963390250924,1,0.0,0.0,interior
T013,L,104,T001,104,0,mapped,-11.176045024622058,34.21093352172913,-29.164747104116394,1,0.0,0.0,interior
T013,L,105,T001,105,0,mapped,-10.727704557085579,33.572909521476504,-28.30526891318189,1,0.0,0.0,interior
T013,L,106,T001,106,0,mapped,-10.507349011311652,32.96317643670484,-27.31088524375366,1,0.0,0.0,interior
T013,L,107,T001,107,0,mapped,-10.244734285238026,32.297366683015,-26.406331821283963,1,0.0,0.0,interior
T013,L,108,T001,108,0,mapped,-9.94404979122686,31.606000749890207,-25.508820678008526,1,0.0,0.0,interior
T013,L,109,T001,109,0,mapped,-9.94120373715229,30.852970865556326,-24.609478283133186,1,0.0,0.0,interior
T013,L,110,T001,110,0,mapped,-9.869488593901506,30.162058080473322,-23.799916451659506,1,0.0,0.0,interior
T013,L,111,T001,111,0,mapped,-9.939350975955556,29.493839183303592,-22.949905939645426,1,0.0,0.0,interior
T013,L,112,T001,112,0,mapped,-9.993494928052273,28.78782356089589,-22.015943009608023,1,0.0,0.0,interior
T013,L,113,T001,113,0,mapped,-10.052536762223022,28.043872465301668,-20.992760044077826,1,0.0,0.0,interior
T013,L,114,T001,114,0,mapped,-10.064370430702287,27.38711805124831,-19.97401098649653,1,0.0,0.0,interior
T013,L,115,T001,115,0,mapped,-18.156210004535144,40.22772877187819,-33.7847963325369,1,0.0,0.0,interior
T013,L,116,T001,116,0,mapped,-17.045650251301662,39.94291672903384,-33.568218579619256,1,0.0,0.0,interior
T013,L,117,T001,117,0,mapped,-16.006621937547145,39.56943878120741,-33.33191729775904,1,0.0,0.0,interior
T013,L,118,T001,118,0,mapped,-14.940592657515008,39.13506912316531,-33.00755609731662,1,0.0,0.0,interior
T013,L,119,T001,119,0,mapped,-14.109950889817846,38.617619521116325,-32.59920530769075,1,0.0,0.0,interior
T013,L,120,T001,120,0,mapped,-13.303225081181163,38.00242462745349,-32.17993053415336,1,0.0,0.0,interior
T013,L,121,T001,121,0,mapped,-12.4673476409974,37.18990927447601,-31.599204558759112,1,0.0,0.0,interior
T013,L,122,T001,122,0,mapped,-11.832621584542595,36.40805168105865,-30.87562516084067,1,0.0,0.0,interior
T013,L,123,T001,123,0,mapped,-11.299086418608331,35.68686510656357,-30.168229708099908,1,0.0,0.0,interior
T013,L,124,T001,124,0,mapped,-10.958254966415211,34.861144294978786,-29.441586416710003,1,0.0,0.0,interior
T013,L,125,T001,125,0,mapped,-10.56781634177455,34.08559400785121,-28.612136410224636,1,0.0,0.0,interior
T013,L,126,T001,126,0,mapped,-10.281322163054826,33.416209326904166,-27.7079423007024,1,0.0,0.0,interior
T013,L,127,T001,127,0,mapped,-10.054022750406077,32.73954289850175,-26.807729750764473,1,0.0,0.0,interior
T013,L,128,T001,128,0,mapped,-9.783143393367592,32.0545195138303,-25.900525569696462,1,0.0,0.0,interior
T013,L,129,T001,129,0,mapped,-9.596878008161253,31.176050239336156,-24.94579202839511,1,0.0,0.0,interior
T013,L,130,T001,130,0,mapped,-9.62788325542437,30.615109025276347,-24.31356009756606,1,0.0,0.0,interior
T013,L,131,T001,131,0,mapped,-9.700929133156123,29.831403274694974,-23.410809427052364,1,0.0,0.0,interior
T013,L,132,T001,132,0,mapped,-9.700539143733138,29.092210956776015,-22.52966405168572,1,0.0,0.0,interior
T013,L,133,T001,133,0,mapped,-9.735079440483652,28.359826141212128,-21.587052458421674,1,0.0,0.0,interior
T013,L,134,T001,134,0,mapped,-9.701677764477827,27.630346737167013,-20.558839062384784,1,0.0,0.0,interior
T013,L,135,T001,135,0,mapped,-17.41444546409315,40.227725951871534,-33.4965269384542,1,0.0,0.0,interior
T013,L,136,T001,136,0,mapped,-16.39930707981158,39.8848994902562,-33.27815674222898,1,0.0,0.0,interior
T013,L,137,T001,137,0,mapped,-15.286207567993118,39.5243261470541,-32.97690701990649,1,0.0,0.0,interior
T013,L,138,T001,138,0,mapped,-14.391569203925716,39.05549026916151,-32.62529675933324,1,0.0,0.0,interior
T013,L,139,T001,139,0,mapped,-13.505568150265846,38.4511599883169,-32.228040376821326,1,0.0,0.0,interior
T013,L,140,T001,140,0,mapped,-12.629368457702247,37.846611582628924,-31.680936905004806,1,0.0,0.0,interior
T013,L,141,T001,141,0,mapped,-11.985887354178743,37.15658954826392,-31.119979792031565,1,0.0,0.0,interior
T013,L,142,T001,142,0,mapped,-11.310430079697108,36.31717509742009,-30.391135997741323,1,0.0,0.0,interior
T013,L,143,T001,143,0,mapped,-10.780223032967255,35.45024107063085,-29.612951441039726,1,0.0,0.0,interior
T013,L,144,T001,144,0,mapped,-10.45077805057892,34.62573767307495,-28.899920136730287,1,0.0,0.0,interior
T013,L,145,T001,145,0,mapped,-10.025380919121522,33.99027715795964,-28.058903003542802,1,0.0,0.0,interior
T013,L,146,T001,146,0,mapped,-9.887883627215773,33.191509141551435,-27.14532718141904,1,0.0,0.0,interior
T013,L,147,T001,147,0,mapped,-9.646610609736426,32.49869740665588,-26.31214424853546,1,0.0,0.0,interior
T013,L,148,T001,148,0,mapped,-9.451748407383903,31.742728086238586,-25.446174676043377,1,0.0,0.0,interior
T013,L,149,T001,149,0,mapped,-9.401569115461893,30.972516731787724,-24.653983590847204,1,0.0,0.0,interior
T013,L,150,T001,150,0,mapped,-9.384445913200794,30.236527656188137,-23.852958400062768,1,0.0,0.0,interior
T013,L,151,T001,151,0,mapped,-9.422048208131008,29.506854899732417,-23.047875339193467,1,0.0,0.0,interior
T013,L,152,T001,152,0,mapped,-9.461389680100515,28.67171992687798,-22.059543293602445,1,0.0,0.0,interior
T013,L,153,T001,153,0,mapped,-9.50167923458223,27.994186231714636,-21.118301275241357,1,0.0,0.0,interior
T013,L,154,T001,154,0,mapped,-16.716173683618734,40.227723302584764,-33.143770763874016,1,0.0,0.0,interior
T013,L,155,T001,155,0,mapped,-15.68344675362146,39.91352739677643,-32.925502619810544,1,0.0,0.0,interior
T013,L,156,T001,156,0,mapped,-14.697161023128363,39.404490193959646,-32.65600052391206,1,0.0,0.0,interior
T013,L,157,T001,157,0,mapped,-13.714590695161446,38.91160291930352,-32.20079511334129,1,0.0,0.0,interior
T013,L,158,T001,158,0,mapped,-12.84582014876934,38.3630987591734,-31.736112930063285,1,0.0,0.0,interior
T013,L,159,T001,159,0,mapped,-12.049757837449585,37.72374076423732,-31.2325382307922,1,0.0,0.0,interior
T013,L,160,T001,160,0,mapped,-11.342165037772135,36.94651630994183,-30.5202000268227,1,0.0,0.0,interior
T013,L,161,T001,161,0,mapped,-10.812831290431342,36.12289243948668,-29.885044508956597,1,0.0,0.0,interior
T013,L,162,T001,162,0,mapped,-10.334927464472846,35.26946100631557,-29.098108571817086,1,0.0,0.0,interior
T013,L,163,T001,163,0,mapped,-9.990057126198142,34.475307374034216,-28.369716341828244,1,0.0,0.0,interior
T013,L,164,T001,164,0,mapped,-9.620724572071765,33.77076698815905,-27.454037791535306,1,0.0,0.0,interior
