sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T088,L,0,T001,0,-1,landmark_vertex,-18.796470515731055,41.99760794652378,-31.767979343388873,2,0.0,0.0,landmark
T088,L,1,T001,1,0,mapped,-17.72489221498707,41.7584184097541,-31.69547205406731,2,0.0,0.0,shared_edge
T088,L,2,T001,2,0,mapped,-16.73307530838019,41.363918953602735,-31.72357202653707,2,0.0,0.0,shared_edge
T088,L,3,T001,3,0,mapped,-15.716461969425538,40.90499042529623,-31.601148199902326,2,0.0,0.0,shared_edge
T088,L,4,T001,4,0,mapped,-14.809440491299668,40.25008960894648,-31.557682564207163,2,0.0,0.0,shared_edge
T088,L,5,T001,5,0,mapped,-14.084780824758003,39.41271197372805,-31.54166313484817,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T088,L,6,T001,6,0,mapped,-13.40113853535944,38.640412737242315,-31.31629229431791,2,0.0,0.0,shared_edge
T088,L,7,T001,7,0,mapped,-12.801204681719078,37.88575032741463,-30.943556045493715,2,0.0,0.0,shared_edge
T088,L,8,T001,8,0,mapped,-12.48405230291212,36.82844386009985,-30.760827398080906,2,0.0,0.0,shared_edge
T088,L,9,T001,9,0,mapped,-12.262358050101472,35.86846876230746,-30.37703615311954,2,0.0,0.0,shared_edge
T088,L,10,T001,10,0,mapped,-12.008378505542463,35.1248585312708,-29.767537992482012,2,0.0,0.0,shared_edge
T088,L,11,T001,11,0,mapped,-11.688600174839937,34.46281417516919,-29.043769453061834,2,0.0,0.0,shared_edge
T088,L,12,T001,12,0,mapped,-11.492529817084353,33.707748362019075,-28.248232083287967,2,0.0,0.0,shared_edge
T088,L,13,T001,13,0,mapped,-11.453320211100687,32.97626625485146,-27.461762546670613,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T088,L,14,T001,14,0,mapped,-11.085917561310435,32.41852364784198,-26.60940717149292,2,0.0,0.0,shared_edge
T088,L,15,T001,15,0,mapped,-10.98316425921396,31.785036198188042,-25.79040301838031,2,0.0,0.0,shared_edge
T088,L,16,T001,16,0,mapped,-10.761934827328165,31.168211143534077,-24.943317198020907,2,0.0,0.0,shared_edge
T088,L,17,T001,17,0,mapped,-10.575535281455094,30.57321211766767,-24.08333400026701,2,0.0,0.0,shared_edge
T088,L,18,T001,18,0,mapped,-10.691570637210463,29.945622075711857,-23.240774013768814,2,3.972054645195637e-15,1.9860273225978185e-15,shared_edge
T088,L,19,T001,19,0,mapped,-10.808397409681785,29.36961892636183,-22.309916606395625,2,1.7763568394002505e-15,8.881784197001252e-16,shared_edge
T088,L,20,T001,20,0,mapped,-10.735352161668049,28.65834775619161,-21.468766836139615,2,0.0,0.0,shared_edge
T088,L,21,T001,21,0,mapped,-10.66518789134274,27.915750180771123,-20.654472080421982,2,0.0,0.0,shared_edge
T088,L,22,T001,22,0,mapped,-10.970157315184977,27.315912487034385,-19.75487096981672,2,0.0,0.0,shared_edge
