point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T088_L_P00000,T088,L,T001,test,0,1.0,0.0,0.0,0.0,0.0,-1,True,,,
T088_L_P00001,T088,L,T001,test,1,0.9583333333333334,0.0,0.041666666666666664,0.0,0.041666666666666664,208,False,-30.512707522564146,19.778382728820652,-23.573081970214844
T088_L_P00002,T088,L,T001,test,2,0.9166666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,172,False,-29.505276578099902,19.47079596808091,-23.747991896580608
T088_L_P00003,T088,L,T001,test,3,0.875,0.0,0.125,0.0,0.125,183,False,-28.427365662095053,19.160016021109403,-23.773082733154297
T088_L_P00004,T088,L,T001,test,4,0.8333333333333334,0.0,0.16666666666666666,0.0,0.16666666666666666,306,False,-27.440724342364625,18.630855167753634,-23.773082733154297
T088_L_P00005,T088,L,T001,test,5,0.7916666666666667,0.0,0.20833333333333331,0.0,0.20833333333333331,154,False,-26.604854391178478,17.909574220228503,-23.685534016232893
T088_L_P00006,T088,L,T001,test,6,0.75,0.0,0.25,0.0,0.25,635,False,-25.76883211521523,17.32223030867526,-23.41964157567385
T088_L_P00007,T088,L,T001,test,7,0.7083333333333334,0.0,0.29166666666666663,0.0,0.29166666666666663,662,False,-24.980487208618563,16.799195628066236,-23.003330005018476
T088_L_P00008,T088,L,T001,test,8,0.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,755,False,-24.4580153123416,15.906187499156134,-22.577381704053302
T088_L_P00009,T088,L,T001,test,9,0.625,0.0,0.375,0.0,0.375,652,False,-23.994802474975586,15.170254886439253,-21.9758558885983
T088_L_P00010,T088,L,T001,test,10,0.5833333333333334,0.0,0.41666666666666663,0.0,0.41666666666666663,969,False,-23.482478129826006,14.719791280262271,-21.252284124739028
T088_L_P00011,T088,L,T001,test,11,0.5416666666666667,0.0,0.4583333333333333,0.0,0.4583333333333333,2074,False,-22.893345102582753,14.391317859522923,-20.47162459782201
T088_L_P00012,T088,L,T001,test,12,0.5,0.0,0.5,0.0,0.5,3282,False,-22.389926080740253,13.994051562870036,-19.560473429202883
T088_L_P00013,T088,L,T001,test,13,0.45833333333333337,0.0,0.5416666666666666,0.0,0.5416666666666666,147,False,-22.042641879503943,13.604469381322328,-18.620921830977924
T088_L_P00014,T088,L,T001,test,14,0.41666666666666674,0.0,0.5833333333333333,0.0,0.5833333333333333,2,False,-21.39442360251152,13.423054950436176,-17.77270424215996
T088_L_P00015,T088,L,T001,test,15,0.375,0.0,0.625,0.0,0.625,7,False,-20.994802474975586,13.140746237658222,-16.85442479782232
T088_L_P00016,T088,L,T001,test,16,0.33333333333333337,0.0,0.6666666666666666,0.0,0.6666666666666666,3738,False,-20.477879907346292,12.892388792725344,-15.949947249589476
T088_L_P00017,T088,L,T001,test,17,0.29166666666666674,0.0,0.7083333333333333,0.0,0.7083333333333333,4003,False,-19.994802474975586,12.666579760177765,-15.031260030206983
T088_L_P00018,T088,L,T001,test,18,0.25,0.0,0.75,0.0,0.75,3759,False,-19.79980420446109,12.383127716389124,-14.031824485129857
T088_L_P00019,T088,L,T001,test,19,0.20833333333333337,0.0,0.7916666666666666,0.0,0.7916666666666666,4187,False,-19.59295194721795,12.179726680442073,-12.969862245717442
T088_L_P00020,T088,L,T001,test,20,0.16666666666666674,0.0,0.8333333333333333,0.0,0.8333333333333333,4216,False,-19.203545605854746,11.831208076751924,-11.997405199898743
T088_L_P00021,T088,L,T001,test,21,0.125,0.0,0.875,0.0,0.875,4476,False,-18.81813835879628,11.443606874635993,-11.037886208386324
T088_L_P00022,T088,L,T001,test,22,0.08333333333333337,0.0,0.9166666666666666,0.0,0.9166666666666666,4494,False,-18.794801712036133,11.193593648871087,-9.942878192722091
T088_L_P00023,T088,L,T001,test,23,0.04166666666666674,0.0,0.9583333333333333,0.0,0.9583333333333333,4501,False,-18.742163231917786,10.975389807918642,-8.866159357351343
T088_L_P00024,T088,L,T001,test,24,0.0,0.0,1.0,0.0,1.0,-1,True,,,
