point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T094_L_P00000,T094,L,T001,test,0,1.0,0.0,0.0,0.0,0.0,0,False,-22.16204833984375,46.64470672607422,-32.844268798828125
T094_L_P00001,T094,L,T001,test,1,0.9583333333333334,0.0,0.041666666666666664,0.0,0.041666666666666664,16,False,-21.116734704849318,46.66610742604452,-32.83307543472023
T094_L_P00002,T094,L,T001,test,2,0.9166666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,300,False,-20.1054580412526,46.672489166259766,-32.564176363902774
T094_L_P00003,T094,L,T001,test,3,0.875,0.0,0.125,0.0,0.125,3130,False,-19.114900301158585,46.672489166259766,-32.248363806230756
T094_L_P00004,T094,L,T001,test,4,0.8333333333333334,0.0,0.16666666666666666,0.0,0.16666666666666666,3101,False,-18.128638154224074,46.570195523604426,-32.04426574707031
T094_L_P00005,T094,L,T001,test,5,0.7916666666666667,0.0,0.20833333333333331,0.0,0.20833333333333331,319,False,-17.114145294879062,46.31682728401433,-32.04426574707031
T094_L_P00006,T094,L,T001,test,6,0.75,0.0,0.25,0.0,0.25,322,False,-16.14069528851878,45.93915609650436,-32.034482126462756
T094_L_P00007,T094,L,T001,test,7,0.7083333333333334,0.0,0.29166666666666663,0.0,0.29166666666666663,490,False,-15.26360253848161,45.51162537651685,-31.772728292537337
T094_L_P00008,T094,L,T001,test,8,0.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,3088,False,-14.436891811598189,44.947333948571256,-31.554181687497824
T094_L_P00009,T094,L,T001,test,9,0.625,0.0,0.375,0.0,0.375,1545,False,-13.74929841519306,44.17473897244369,-31.44426727294922
T094_L_P00010,T094,L,T001,test,10,0.5833333333333334,0.0,0.41666666666666663,0.0,0.41666666666666663,1448,False,-13.264578588115306,43.29269496178168,-31.253196970185652
T094_L_P00011,T094,L,T001,test,11,0.5416666666666667,0.0,0.4583333333333333,0.0,0.4583333333333333,1655,False,-12.845205240414924,42.64236890285155,-30.621062225374658
