sample_id,side,region_id,region_name,lm_a,lm_b,lm_c,edge_ab,edge_bc,edge_ca,perimeter,triangle_area,angle_a_deg,angle_b_deg,angle_c_deg,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z,snap_distance_a,snap_distance_b,snap_distance_c,snap_distance_mean,snap_distance_max
T0100,L,T001,test,L2,L7,L31,24.673257545924677,12.63714337322047,26.446695091356368,63.75709601050151,154.94137274657564,28.352648815169466,83.64368920940129,68.00366197542924,-10.348794333333332,14.48399,-8.634792666666668,0.2217900741346471,-0.6858078276793891,-0.6931643286472733,5.316487239705991e-07,6.60680204384466e-07,0.050225365421316996,0.01674218591674845,0.050225365421316996
T0100,L,T002,test,L2,L10,L31,22.30567451174346,9.39547557703393,26.446695091356368,58.14784518013376,100.86353864134124,19.996434664555313,105.72681369278446,54.276751642660216,-16.064372333333335,11.581152000000001,-7.968125666666666,-0.3110536432739201,0.6364266167263227,0.7058376530961685,5.316487239705991e-07,5.305505379691973e-07,0.050225365421316996,0.01674214254019298,0.050225365421316996
T0100,L,T003,test,L10,L18,L31,12.134828995832779,17.559494728129653,9.39547557703393,39.08979930099636,54.02230911611904,108.62018437405065,30.468048916413586,40.91176670953579,-16.45338333333333,2.38338,-2.5666826666666664,-0.3488157128201583,0.16658269252314956,0.9222677512748142,5.305505379691973e-07,0.01707955441785551,0.050225365421316996,0.02243515012990349,0.050225365421316996
T0100,L,T004,test,L18,L28,L31,19.066834994386483,12.664014488477815,17.559494728129653,49.29034421099395,108.03348440463446,40.192194487531104,63.48603007252074,76.32177543994817,-14.182350999999999,1.1273066666666667,2.382946,-0.7178589830578593,0.6814891528363929,0.1423060610426399,0.01707955441785551,0.07748031415844821,0.050225365421316996,0.048261744665873574,0.07748031415844821
T0100,L,T005,test,L13,L28,L31,11.099765101467554,12.664014488477815,8.658524003675048,32.42230359362041,47.11555883201766,78.65934367909341,42.094982564483196,59.245673756423386,-9.050943000000002,2.684924666666667,3.964344666666667,-0.8398329826525694,-0.4419609336197335,-0.3152000862989453,0.051580664876932775,0.07748031415844821,0.050225365421316996,0.059762114818899335,0.07748031415844821
T0100,L,T006,test,L15,L18,L20,15.92957966407664,14.070707941538691,19.07986114335479,49.08014874897012,109.90488375688508,46.320563679705266,78.71872778526091,54.96070853503384,-19.109610333333332,-4.058108666666667,4.044842,-0.35316731096809356,-0.8797418812648069,0.318319136735799,0.04776172586633888,0.01707955441785551,0.04435716891015256,0.03639948306478232,0.04776172586633888
T0100,L,T007,test,L18,L20,L29,14.070707941538691,12.44113572900955,23.21236963330952,49.724213303857766,74.14689418922465,27.002740676589386,122.09977647300687,30.897482850403733,-13.897391666666666,-7.130620333333333,6.062589,-0.1369583827248933,-0.989431285703366,-0.04762491231241857,0.01707955441785551,0.04435716891015256,0.029398648412705675,0.03027845724690458,0.04435716891015256
T0100,L,T008,test,L18,L28,L30,19.066834994386483,6.52153784175021,21.353095026567765,46.94146786270446,60.909146338330956,17.41003445599381,101.57034641583792,61.01961912816823,-14.801333666666666,-1.9936153333333333,7.7279219999999995,0.8390624074972125,-0.35236470420600075,-0.4145037895542082,0.01707955441785551,0.07748031415844821,4.973950865864659e-07,0.03152012199046344,0.07748031415844821
T0100,L,T009,test,L18,L29,L30,23.21236963330952,5.911703475176255,21.353095026567765,50.47716813505354,61.96963263265266,14.480530501034181,64.57995429173573,100.93951520723006,-14.349866,-5.463953666666666,9.696063666666667,-0.8664393650618232,-0.053773139214087814,0.4963781584339979,0.01707955441785551,0.029398648412705675,4.973950865864659e-07,0.015492900075215922,0.029398648412705675
T0100,L,T010,test,L19,L29,L30,14.999583282100907,5.911703475176255,14.451998679017445,35.3632854362946,42.45804021396956,23.061963301031525,73.26182024114436,83.67621645782411,-8.760855333333334,-5.687327000000001,11.696047333333333,-0.8824434513918087,-0.29363611258359584,-0.3675205959977022,0.005529960724627683,0.029398648412705675,4.973950865864659e-07,0.011643035510806648,0.029398648412705675
T0100,L,T011,test,L20,L21,L29,11.07667559170485,11.585169612956125,12.44113572900955,35.10298093367053,58.86396409598594,58.68240746189293,66.55160825004644,54.765984288060636,-6.95185,-8.653087666666666,10.48458,-0.2443296428351866,-0.9685118794524266,-0.04783058636017849,0.04435716891015256,0.043325303414399885,0.029398648412705675,0.03902704024575271,0.04435716891015256
T0100,L,T012,test,L19,L21,L29,9.194861058094189,11.585169612956125,14.999583282100907,35.77961395315122,53.239265373898625,50.537094915096425,91.67458506826365,37.78832001663992,-5.270991333333334,-8.214801,9.977200999999999,-0.3813047316790658,-0.8865571525919168,-0.2619601435090241,0.005529960724627683,0.043325303414399885,0.029398648412705675,0.026084637517244418,0.043325303414399885
T0100,L,T013,test,L20,L21,L26,11.07667559170485,14.847744026348582,22.349584278824157,48.27400389687759,72.34728063195539,35.76661133539904,118.38215804243124,25.851230622169695,-3.01461,-14.083476666666664,9.297247666666665,0.5114825732715151,-0.09480810407609681,-0.8540474229461997,0.04435716891015256,0.043325303414399885,0.041981018405114034,0.0432211635765555,0.04435716891015256
