point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T078_L_P00000,T078,L,T001,test,0,1.0,0.0,0.0,0.0,0.0,-1,True,,,
T078_L_P00001,T078,L,T001,test,1,0.9583333333333334,0.0,0.041666666666666664,0.0,0.041666666666666664,1140,False,0.13686816042509942,19.193092063667713,-16.311534881591797
T078_L_P00002,T078,L,T001,test,2,0.9166666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,1732,False,1.1298528571676694,18.807865142822266,-16.524911220438234
T078_L_P00003,T078,L,T001,test,3,0.875,0.0,0.125,0.0,0.125,1776,False,2.2030448038174724,18.489692130597238,-16.51153564453125
T078_L_P00004,T078,L,T001,test,4,0.8333333333333334,0.0,0.16666666666666666,0.0,0.16666666666666666,1697,False,3.231795185357,18.042535684917382,-16.51153564453125
T078_L_P00005,T078,L,T001,test,5,0.7916666666666667,0.0,0.20833333333333331,0.0,0.20833333333333331,1673,False,4.197904334887762,17.483176451671433,-16.51153564453125
T078_L_P00006,T078,L,T001,test,6,0.75,0.0,0.25,0.0,0.25,1797,False,4.992874716914049,16.69326346161222,-16.51153564453125
T078_L_P00007,T078,L,T001,test,7,0.7083333333333334,0.0,0.29166666666666663,0.0,0.29166666666666663,1785,False,5.674886277689372,15.845848055951524,-16.439145256893998
T078_L_P00008,T078,L,T001,test,8,0.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,2540,False,6.295028022496388,15.106363926525601,-16.084050707519186
T078_L_P00009,T078,L,T001,test,9,0.625,0.0,0.375,0.0,0.375,2767,False,7.026860143313767,14.607866287231445,-15.520741273554608
T078_L_P00010,T078,L,T001,test,10,0.5833333333333334,0.0,0.41666666666666663,0.0,0.41666666666666663,2857,False,7.636833959857034,13.959616814571962,-14.979932811561895
T078_L_P00011,T078,L,T001,test,11,0.5416666666666667,0.0,0.4583333333333333,0.0,0.4583333333333333,3125,False,8.127100944519043,13.268514009154002,-14.373985355894927
T078_L_P00012,T078,L,T001,test,12,0.5,0.0,0.5,0.0,0.5,3296,False,8.189821993097464,12.395335722043114,-13.699004757624266
T078_L_P00013,T078,L,T001,test,13,0.45833333333333337,0.0,0.5416666666666666,0.0,0.5416666666666666,4322,False,8.64240294255098,11.678079334759168,-13.018711143064174
T078_L_P00014,T078,L,T001,test,14,0.41666666666666674,0.0,0.5833333333333333,0.0,0.5833333333333333,4115,False,9.127100944519043,11.063076920057128,-12.29225802856202
T078_L_P00015,T078,L,T001,test,15,0.375,0.0,0.625,0.0,0.625,4320,False,9.51252135264384,10.418509673259782,-11.587335281001089
T078_L_P00016,T078,L,T001,test,16,0.33333333333333337,0.0,0.6666666666666666,0.0,0.6666666666666666,6785,False,9.93308347088057,9.770625220514694,-10.894797860071199
T078_L_P00017,T078,L,T001,test,17,0.29166666666666674,0.0,0.7083333333333333,0.0,0.7083333333333333,1128,False,10.423833219698473,9.134933434301296,-10.176358500107153
T078_L_P00018,T078,L,T001,test,18,0.25,0.0,0.75,0.0,0.75,733,False,10.933938189421802,8.563799807586493,-9.49118710269607
T078_L_P00019,T078,L,T001,test,19,0.20833333333333337,0.0,0.7916666666666666,0.0,0.7916666666666666,773,False,11.30763467099041,7.838023731718559,-8.786781057716382
T078_L_P00020,T078,L,T001,test,20,0.16666666666666674,0.0,0.8333333333333333,0.0,0.8333333333333333,683,False,11.741106369501793,7.081235394983112,-8.194010697003941
T078_L_P00021,T078,L,T001,test,21,0.125,0.0,0.875,0.0,0.875,474,False,11.889047751417737,6.282265481385217,-7.435192942049863
