point_id,sample_id,side,region_id,region_name,region_point_id,lambda_a,lambda_b,lambda_c,u,v,source_face_index,is_unmapped,x,y,z
T076_L_P00000,T076,L,T001,test,0,1.0,0.0,0.0,0.0,0.0,-1,True,,,
T076_L_P00001,T076,L,T001,test,1,0.9583333333333334,0.0,0.041666666666666664,0.0,0.041666666666666664,514,False,5.121772745767909,18.025615672856382,-9.520147323608398
T076_L_P00002,T076,L,T001,test,2,0.9166666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,543,False,6.096688984202463,17.60377869245472,-9.520147323608398
T076_L_P00003,T076,L,T001,test,3,0.875,0.0,0.125,0.0,0.125,1918,False,7.017776630981286,17.081304406447124,-9.520147323608398
T076_L_P00004,T076,L,T001,test,4,0.8333333333333334,0.0,0.16666666666666666,0.0,0.16666666666666666,1067,False,7.861890516900592,16.423703137995638,-9.520147323608398
T076_L_P00005,T076,L,T001,test,5,0.7916666666666667,0.0,0.20833333333333331,0.0,0.20833333333333331,1862,False,8.513523752100777,15.596243029587875,-9.512537901853337
T076_L_P00006,T076,L,T001,test,6,0.75,0.0,0.25,0.0,0.25,3861,False,9.182889788489447,14.827725314885743,-9.320147514343262
T076_L_P00007,T076,L,T001,test,7,0.7083333333333334,0.0,0.29166666666666663,0.0,0.29166666666666663,1834,False,9.491163029006852,13.802972642559785,-9.320147514343262
T076_L_P00008,T076,L,T001,test,8,0.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,451,False,9.710644162608968,12.820740313925707,-9.03556229330379
T076_L_P00009,T076,L,T001,test,9,0.625,0.0,0.375,0.0,0.375,355,False,9.915952583030657,11.957528682602039,-8.459478166655442
T076_L_P00010,T076,L,T001,test,10,0.5833333333333334,0.0,0.41666666666666663,0.0,0.41666666666666663,189,False,10.09921932220459,11.237142050262227,-7.791995590497543
T076_L_P00011,T076,L,T001,test,11,0.5416666666666667,0.0,0.4583333333333333,0.0,0.4583333333333333,381,False,10.679998652267646,10.66848213539302,-7.1180729100549245
T076_L_P00012,T076,L,T001,test,12,0.5,0.0,0.5,0.0,0.5,2978,False,10.699219703674316,10.029210193249972,-6.265429699638805
T076_L_P00013,T076,L,T001,test,13,0.45833333333333337,0.0,0.5416666666666666,0.0,0.5416666666666666,3891,False,11.001667940286064,9.436098981521527,-5.512088591814229
T076_L_P00014,T076,L,T001,test,14,0.41666666666666674,0.0,0.5833333333333333,0.0,0.5833333333333333,4030,False,11.299220085144043,8.868816288624746,-4.684029675649823
T076_L_P00015,T076,L,T001,test,15,0.375,0.0,0.625,0.0,0.625,4302,False,11.494214769839049,8.37556982215918,-3.8097216406855585
T076_L_P00016,T076,L,T001,test,16,0.33333333333333337,0.0,0.6666666666666666,0.0,0.6666666666666666,4409,False,11.787852713168194,7.699071868809747,-3.1686971612899293
T076_L_P00017,T076,L,T001,test,17,0.29166666666666674,0.0,0.7083333333333333,0.0,0.7083333333333333,4481,False,11.812071492014223,6.941473657447787,-2.41109878362848
T076_L_P00018,T076,L,T001,test,18,0.25,0.0,0.75,0.0,0.75,5934,False,11.722084580640303,6.169598750258682,-1.6792803717125255
T076_L_P00019,T076,L,T001,test,19,0.20833333333333337,0.0,0.7916666666666666,0.0,0.7916666666666666,5837,False,11.59924804491547,5.142851803051546,-1.5201468467712402
T076_L_P00020,T076,L,T001,test,20,0.16666666666666674,0.0,0.8333333333333333,0.0,0.8333333333333333,5759,False,11.262497316297436,4.34042718348226,-0.9505250908298366
T076_L_P00021,T076,L,T001,test,21,0.125,0.0,0.875,0.0,0.875,5772,False,10.922756526862551,3.49272201080007,-0.6161189773000151
T076_L_P00022,T076,L,T001,test,22,0.08333333333333337,0.0,0.9166666666666666,0.0,0.9166666666666666,107,False,10.478451888957903,2.6134356222561967,-0.2014447373497803
T076_L_P00023,T076,L,T001,test,23,0.04166666666666674,0.0,0.9583333333333333,0.0,0.9583333333333333,81,False,10.001078986699934,1.8630075916068256,0.27378012597043855
T076_L_P00024,T076,L,T001,test,24,0.0,0.0,1.0,0.0,1.0,74,False,9.49921989440918,1.0505213737487793,0.4461008310317993
T076_L_P00025,T076,L,T001,test,25,0.9583333333333334,0.041666666666666664,0.0,0.041666666666666664,0.0,478,False,4.921348406510793,18.25052261352539,-9.170557234653156
T076_L_P00026,T076,L,T001,test,26,0.9166666666666667,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,524,False,5.876897847145708,17.950947756959696,-9.080954966991122
T076_L_P00027,T076,L,T001,test,27,0.875,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,654,False,6.853009246189028,17.51980433860821,-9.050259795961518
T076_L_P00028,T076,L,T001,test,28,0.8333333333333334,0.041666666666666664,0.125,0.041666666666666664,0.125,1026,False,7.719797642119811,16.998182795867894,-9.069991711734888
T076_L_P00029,T076,L,T001,test,29,0.7916666666666667,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,1152,False,8.648527729270517,16.037856371661356,-9.122415678603376
T076_L_P00030,T076,L,T001,test,30,0.75,0.041666666666666664,0.20833333333333331,0.041666666666666664,0.20833333333333331,1649,False,9.20313788693112,15.35946020968548,-9.058342762609172
T076_L_P00031,T076,L,T001,test,31,0.7083333333333334,0.041666666666666664,0.25,0.041666666666666664,0.25,1759,False,9.727233932285028,14.426397905321489,-9.026647637268589
T076_L_P00032,T076,L,T001,test,32,0.6666666666666667,0.041666666666666664,0.29166666666666663,0.041666666666666664,0.29166666666666663,3849,False,10.055405063534273,13.40654712965906,-8.886494536327401
T076_L_P00033,T076,L,T001,test,33,0.625,0.041666666666666664,0.3333333333333333,0.041666666666666664,0.3333333333333333,364,False,10.414213928086927,12.458771387585129,-8.464048495101098
T076_L_P00034,T076,L,T001,test,34,0.5833333333333334,0.041666666666666664,0.375,0.041666666666666664,0.375,207,False,10.638616329221698,11.640801343127272,-7.949781363067043
T076_L_P00035,T076,L,T001,test,35,0.5416666666666667,0.041666666666666664,0.41666666666666663,0.041666666666666664,0.41666666666666663,2586,False,10.87277172641317,10.86972130176683,-7.31819899334614
T076_L_P00036,T076,L,T001,test,36,0.5,0.041666666666666664,0.4583333333333333,0.041666666666666664,0.4583333333333333,2963,False,11.14641562260774,10.088880320771594,-6.497321972803085
T076_L_P00037,T076,L,T001,test,37,0.45833333333333337,0.041666666666666664,0.5,0.041666666666666664,0.5,3896,False,11.241119990366665,9.48703575544177,-5.785897613891437
T076_L_P00038,T076,L,T001,test,38,0.41666666666666674,0.041666666666666664,0.5416666666666666,0.041666666666666664,0.5416666666666666,4019,False,11.489654545024347,8.909307853714498,-5.0035007658260415
