sample_id,side,global_vertex_id,chosen_region_id,chosen_region_point_id,chosen_quality_rank,chosen_repair_method,x,y,z,member_count,max_candidate_distance_mm,mean_candidate_distance_mm,topology_role
T099,L,0,T001,0,-1,landmark_vertex,1.4681792259216309,23.81492805480957,-16.37489128112793,2,0.0,0.0,landmark
T099,L,1,T001,1,0,mapped,2.178566895972854,23.060754624386973,-16.37489128112793,2,3.552713678800501e-15,1.7763568394002505e-15,shared_edge
T099,L,2,T001,2,0,mapped,2.819010536204487,22.24515756970113,-16.37489128112793,2,4.440892098500626e-16,2.220446049250313e-16,shared_edge
T099,L,3,T001,3,0,mapped,3.2585777252481973,21.322784171353923,-16.37489128112793,2,3.580361673049448e-15,1.790180836524724e-15,shared_edge
T099,L,4,T001,4,0,mapped,3.664955714725328,20.414618311012006,-16.246567988869824,2,3.66205343881779e-15,1.831026719408895e-15,shared_edge
T099,L,5,T001,5,0,mapped,3.923699061391527,19.47146219935525,-15.998175295482586,2,0.0,0.0,shared_edge
T099,L,6,T001,6,0,mapped,4.229312668597389,18.60754972052509,-15.595491415131995,2,3.972054645195637e-15,1.9860273225978185e-15,shared_edge
T099,L,7,T001,7,0,mapped,4.4008657750555855,17.844554559936157,-15.007163380580588,2,0.0,0.0,shared_edge
T099,L,8,T001,8,0,mapped,4.563698939783298,17.24317299282894,-14.1995860647956,2,0.0,0.0,shared_edge
T099,L,9,T001,9,0,mapped,4.864785671234131,16.630769773442363,-13.511748465669314,2,0.0,0.0,shared_edge
T099,L,10,T001,10,0,mapped,5.124407423975338,15.94930767771858,-12.909269568892894,2,1.9860273225978185e-15,9.930136612989092e-16,shared_edge
T099,L,11,T001,11,0,mapped,5.349807951392007,15.240156010474257,-12.207804810132,2,0.0,0.0,shared_edge
T099,L,12,T001,12,0,mapped,5.500868224905874,14.563777842507957,-11.523739733682271,2,0.0,0.0,shared_edge
T099,L,13,T001,13,0,mapped,5.566846918931324,13.83588137300566,-10.795843364093278,2,0.0,0.0,shared_edge
T099,L,14,T001,14,0,mapped,5.581744552250932,13.102948403862468,-10.06291082899806,2,5.0242958677880805e-15,2.5121479338940403e-15,shared_edge
T099,L,15,T001,15,0,mapped,5.473720809709753,12.4149284362793,-9.317766927002696,2,3.66205343881779e-15,1.831026719408895e-15,shared_edge
T099,L,16,T001,16,0,mapped,5.302173016140864,11.71258312317293,-8.672545480002434,2,0.0,0.0,shared_edge
T099,L,17,T001,17,0,mapped,5.146578385614815,11.271494779510231,-7.831456575317118,2,8.881784197001252e-16,4.440892098500626e-16,shared_edge
T099,L,18,T001,18,0,mapped,4.930511047134381,10.59959649463487,-7.174890518188477,2,0.0,0.0,shared_edge
T099,L,19,T001,19,0,mapped,4.5479482197408885,9.84259277936986,-6.768097800361774,2,8.881784197001252e-16,4.440892098500626e-16,shared_edge
T099,L,20,T001,20,0,mapped,4.15804702578271,8.988761467859884,-6.359085744286281,2,0.0,0.0,shared_edge
T099,L,21,T001,21,0,mapped,3.690317679111311,8.258645912826362,-5.877259072300216,2,0.0,0.0,shared_edge
T099,L,22,T001,22,0,mapped,3.133760957365267,7.710520587799962,-5.322858488951866,2,0.0,0.0,shared_edge
T099,L,23,T001,23,0,mapped,2.6938402831243877,6.888336304924367,-5.001432312901436,2,0.0,0.0,shared_edge
T099,L,24,T001,24,0,mapped,2.464785575866699,6.016563892364502,-4.574890613555908,3,0.0,0.0,landmark
T099,L,25,T001,25,0,mapped,2.0983025571874707,23.49276419556067,-16.161773393972947,1,0.0,0.0,interior
T099,L,26,T001,26,0,mapped,2.786572119331289,22.627770863522613,-16.218974500857453,1,0.0,0.0,interior
T099,L,27,T001,27,0,mapped,3.3290472154259265,21.797786921470603,-16.19217548082643,1,0.0,0.0,interior
T099,L,28,T001,28,0,mapped,3.774993178111658,20.88051711256697,-16.16369584802139,1,0.0,0.0,interior
T099,L,29,T001,29,0,mapped,4.139058252424704,19.89228140941215,-15.993931683494994,1,0.0,0.0,interior
T099,L,30,T001,30,0,mapped,4.460352434460302,18.948938070991392,-15.65048213499729,1,0.0,0.0,interior
T099,L,31,T001,31,0,mapped,4.564507548394053,18.148313575837072,-15.177832951255962,1,0.0,0.0,interior
T099,L,32,T001,32,0,mapped,4.73313642595596,17.401892489822693,-14.574865880593812,1,0.0,0.0,interior
T099,L,33,T001,33,0,mapped,4.941029244823511,16.733157490015746,-13.9205810152268,1,0.0,0.0,interior
T099,L,34,T001,34,0,mapped,5.258903237560186,16.005841894778463,-13.250050773077875,1,0.0,0.0,interior
T099,L,35,T001,35,0,mapped,5.354963724198658,15.31017085642216,-12.56394076204055,1,0.0,0.0,interior
T099,L,36,T001,36,0,mapped,5.567138831224353,14.59720384549543,-11.879503638557598,1,0.0,0.0,interior
T099,L,37,T001,37,0,mapped,5.675434520563262,13.942851344394686,-11.200111741650703,1,0.0,0.0,interior
T099,L,38,T001,38,0,mapped,5.670901913198465,13.185991076511607,-10.426086749161376,1,0.0,0.0,interior
T099,L,39,T001,39,0,mapped,5.606477566816291,12.488758220186275,-9.725571347623196,1,0.0,0.0,interior
T099,L,40,T001,40,0,mapped,5.448871588540404,11.84223848961403,-9.07795854190685,1,0.0,0.0,interior
T099,L,41,T001,41,0,mapped,5.220243817890401,11.28761222922068,-8.381603671088687,1,0.0,0.0,interior
T099,L,42,T001,42,0,mapped,4.974598885336993,10.647116771011452,-7.672433457558878,1,0.0,0.0,interior
T099,L,43,T001,43,0,mapped,4.6836865353626,9.960048770531545,-7.154530308809419,1,0.0,0.0,interior
T099,L,44,T001,44,0,mapped,4.345712237648508,9.168557626186711,-6.647400112830593,1,0.0,0.0,interior
T099,L,45,T001,45,0,mapped,3.966687700399627,8.410428047148123,-6.200383572700297,1,0.0,0.0,interior
T099,L,46,T001,46,0,mapped,3.478320578087547,7.676397089807737,-5.7007141551653415,1,0.0,0.0,interior
T099,L,47,T001,47,0,mapped,3.10155715714546,6.917780814758928,-5.293027948864495,1,0.0,0.0,interior
T099,L,48,T001,48,0,mapped,2.8685633927562435,6.114757246933033,-4.777214381236802,1,0.0,0.0,interior
T099,L,49,T001,49,0,mapped,2.693378864676466,23.00281363671198,-16.057433799142412,1,0.0,0.0,interior
T099,L,50,T001,50,0,mapped,3.39236697776198,22.194758882812764,-16.01663919804922,1,0.0,0.0,interior
T099,L,51,T001,51,0,mapped,3.920469845567182,21.350763536127896,-16.001679656409404,1,0.0,0.0,interior
T099,L,52,T001,52,0,mapped,4.236244172065019,20.450820445343755,-15.935329177064531,1,0.0,0.0,interior
T099,L,53,T001,53,0,mapped,4.545556995582714,19.36560865811395,-15.71086282277081,1,0.0,0.0,interior
T099,L,54,T001,54,0,mapped,4.76721362173799,18.412680363244803,-15.281433757768689,1,0.0,0.0,interior
T099,L,55,T001,55,0,mapped,4.93244827589302,17.682309380466357,-14.754725597854629,1,0.0,0.0,interior
T099,L,56,T001,56,0,mapped,5.137454630390325,16.853504295981416,-14.167267306427826,1,0.0,0.0,interior
T099,L,57,T001,57,0,mapped,5.342269692335356,16.100741724553625,-13.480710792078934,1,0.0,0.0,interior
T099,L,58,T001,58,0,mapped,5.467931136242207,15.443019115408608,-12.907895519408862,1,0.0,0.0,interior
T099,L,59,T001,59,0,mapped,5.630883957242757,14.734190755162349,-12.18956954761154,1,0.0,0.0,interior
T099,L,60,T001,60,0,mapped,5.76265505881325,14.148883669241677,-11.511478510063863,1,0.0,0.0,interior
T099,L,61,T001,61,0,mapped,5.835719292751952,13.363117931874488,-10.783779488608603,1,0.0,0.0,interior
T099,L,62,T001,62,0,mapped,5.723168512908268,12.632862210863909,-10.072003685826749,1,0.0,0.0,interior
T099,L,63,T001,63,0,mapped,5.613579989297734,11.94699624978007,-9.43924657129434,1,0.0,0.0,interior
T099,L,64,T001,64,0,mapped,5.3932655026835405,11.189099871728615,-8.702209952997844,1,0.0,0.0,interior
T099,L,65,T001,65,0,mapped,5.08395582787573,10.602092629188425,-7.953607726886207,1,0.0,0.0,interior
